gRNA_id,CBE_ABEMA_REP1,CBE_ABEMA_REP2,CBE_ABEMA_REP3,CBE_ATIRMO_REP1,CBE_ATIRMO_REP2,CBE_ATIRMO_REP3,CBE_PALBO_REP1,CBE_PALBO_REP2,CBE_PALBO_REP3,CBE_TAGTO_REP1,CBE_TAGTO_REP2,CBE_TAGTO_REP3,CBE_INX_REP1,CBE_INX_REP2,CBE_INX_REP3,PLASMID_LIBRARY,CBE_T0_REP1,CBE_T0_REP2,CBE_T0_REP3,CBE_DMSO_REP1,CBE_DMSO_REP2,CBE_DMSO_REP3,CBE_RIBO_REP1,CBE_RIBO_REP2,CBE_RIBO_REP3
gRNA_CDK6_targ_8367,1619.0,2710.0,1827.0,1487.0,1182.0,709.0,1103.0,1990.0,1532.0,625.0,1795.0,4598.0,2646.0,2887.0,2254.0,5063.0,2389.0,3420.0,2299.0,3075.0,2936.0,3408.0,1195.0,3166.0,1668.0
gRNA_CDK6_targ_8368,1082.0,1213.0,385.0,643.0,588.0,418.0,560.0,1240.0,828.0,345.0,851.0,1545.0,1308.0,2855.0,1997.0,2241.0,1042.0,1539.0,1029.0,1821.0,1871.0,1573.0,359.0,1363.0,721.0
gRNA_CDK6_targ_8369,948.0,1476.0,1251.0,1292.0,746.0,287.0,946.0,1051.0,1038.0,267.0,1369.0,1905.0,4257.0,2612.0,1753.0,5780.0,2647.0,1074.0,1918.0,4759.0,1192.0,2753.0,530.0,1248.0,1702.0
gRNA_CDK6_targ_8370,595.0,1088.0,1798.0,1194.0,411.0,104.0,1123.0,274.0,981.0,533.0,546.0,461.0,1527.0,389.0,669.0,3867.0,1956.0,1031.0,817.0,3776.0,1467.0,2739.0,753.0,1579.0,672.0
gRNA_CDK6_targ_8371,610.0,1221.0,1582.0,1929.0,781.0,739.0,1167.0,501.0,1461.0,188.0,1254.0,2439.0,2110.0,1823.0,1516.0,4339.0,2051.0,2008.0,1428.0,2936.0,2593.0,2620.0,1192.0,1584.0,1172.0
gRNA_CDK6_targ_8372,947.0,1594.0,2301.0,1423.0,936.0,760.0,1130.0,513.0,1439.0,712.0,1692.0,673.0,2769.0,2308.0,2259.0,3254.0,2638.0,2618.0,1203.0,3452.0,2021.0,2198.0,787.0,1244.0,1349.0
gRNA_CDK6_targ_8373,601.0,836.0,912.0,958.0,692.0,322.0,334.0,270.0,566.0,141.0,1147.0,911.0,3646.0,1451.0,1139.0,3001.0,1201.0,885.0,741.0,1290.0,1549.0,1859.0,450.0,1009.0,540.0
gRNA_CDK6_targ_8374,1972.0,2292.0,1538.0,3904.0,1577.0,1624.0,3512.0,2336.0,2679.0,1693.0,1601.0,3071.0,2528.0,1002.0,940.0,3929.0,2049.0,2106.0,1516.0,2582.0,2991.0,3386.0,2094.0,3371.0,1728.0
gRNA_CDK6_targ_8375,88.0,96.0,82.0,34.0,25.0,32.0,37.0,3.0,28.0,195.0,50.0,111.0,23.0,418.0,462.0,605.0,234.0,134.0,109.0,210.0,383.0,172.0,20.0,179.0,7.0
gRNA_CDK6_targ_8376,980.0,1439.0,1647.0,1806.0,1150.0,274.0,847.0,727.0,1032.0,469.0,2792.0,3096.0,5341.0,1599.0,972.0,7194.0,1769.0,2116.0,1657.0,4743.0,1989.0,2201.0,675.0,1081.0,925.0
gRNA_CDK6_targ_8377,316.0,366.0,279.0,207.0,632.0,99.0,480.0,69.0,511.0,95.0,940.0,973.0,1716.0,796.0,728.0,3139.0,697.0,713.0,379.0,692.0,585.0,1325.0,141.0,469.0,336.0
gRNA_CDK6_targ_8378,896.0,775.0,343.0,1131.0,462.0,144.0,302.0,654.0,880.0,323.0,1242.0,1937.0,1907.0,2985.0,988.0,3683.0,1167.0,1112.0,879.0,3011.0,902.0,626.0,692.0,1619.0,741.0
gRNA_CDK6_targ_8379,421.0,477.0,714.0,369.0,327.0,503.0,550.0,558.0,456.0,143.0,783.0,354.0,1676.0,1909.0,552.0,4647.0,992.0,286.0,653.0,1390.0,551.0,1737.0,455.0,829.0,833.0
gRNA_CDK6_targ_8380,2225.0,5035.0,2394.0,3110.0,2595.0,2758.0,3414.0,3070.0,2913.0,2087.0,1156.0,878.0,2560.0,2821.0,7567.0,6077.0,3291.0,3829.0,2542.0,3029.0,5903.0,5405.0,2177.0,5291.0,1303.0
