gRNA_id,CBE_T0_REP1,CBE_T0_REP2,CBE_T0_REP3,CBE_DMSO_REP1,CBE_DMSO_REP2,CBE_DMSO_REP3,CBE_BSJ-4-116_REP1,CBE_BSJ-4-116_REP2,CBE_BSJ-4-116_REP3,CBE_CDK12-IN-2_REP1,CBE_CDK12-IN-2_REP2,CBE_CDK12-IN-2_REP3,CBE_HQ461_REP1,CBE_HQ461_REP2,CBE_HQ461_REP3,PLASMID_LIBRARY
gRNA_CDK13_targ_4721,11984.0,6160.0,11445.0,7915.0,9109.0,3199.0,8421.0,5810.0,7016.0,25517.0,15328.0,20486.0,2975.0,20586.0,25829.0,13089.0
gRNA_CDK13_targ_4722,9126.0,4847.0,7516.0,10314.0,17092.0,9193.0,4636.0,16938.0,4568.0,21149.0,21649.0,21228.0,3184.0,2048.0,14666.0,9157.0
gRNA_CDK13_targ_4723,10008.0,3928.0,4769.0,3777.0,3988.0,4553.0,3237.0,1960.0,2718.0,3009.0,6936.0,9534.0,3235.0,1413.0,7812.0,16790.0
gRNA_CDK13_targ_4724,10697.0,2468.0,6405.0,4609.0,10216.0,4370.0,5836.0,10306.0,9602.0,7317.0,7403.0,8853.0,8351.0,5598.0,25252.0,10061.0
gRNA_CDK13_targ_4725,5303.0,3022.0,5284.0,5667.0,5692.0,3113.0,7319.0,9536.0,2082.0,2809.0,3427.0,2198.0,2561.0,1478.0,4241.0,7194.0
gRNA_CDK13_targ_4726,9572.0,4865.0,9793.0,4184.0,13277.0,5354.0,5696.0,25658.0,9977.0,5408.0,9347.0,5457.0,5814.0,7259.0,15992.0,11202.0
gRNA_CDK13_targ_4727,14490.0,7515.0,16182.0,11831.0,13975.0,4647.0,20787.0,19463.0,6124.0,9253.0,7628.0,9764.0,10499.0,15900.0,20357.0,13626.0
gRNA_CDK13_targ_4728,3835.0,2487.0,2251.0,6175.0,2382.0,2616.0,2643.0,4801.0,7032.0,2228.0,1290.0,2991.0,1224.0,1658.0,5710.0,7155.0
gRNA_CDK13_targ_4729,7757.0,4237.0,12035.0,6753.0,6219.0,6307.0,15115.0,6135.0,4330.0,11765.0,2158.0,7585.0,7470.0,8775.0,13593.0,8672.0
gRNA_CDK13_targ_4730,750.0,561.0,550.0,657.0,120.0,148.0,213.0,1772.0,89.0,409.0,498.0,183.0,501.0,521.0,153.0,4767.0
gRNA_CDK13_targ_4731,2984.0,2568.0,3750.0,877.0,1194.0,1621.0,402.0,823.0,2019.0,1018.0,659.0,2410.0,616.0,892.0,2216.0,9621.0
gRNA_CDK13_targ_4732,251.0,277.0,187.0,533.0,529.0,275.0,541.0,560.0,404.0,4388.0,360.0,367.0,815.0,2082.0,1468.0,5881.0
gRNA_CDK13_targ_4733,6095.0,2059.0,3910.0,3946.0,3789.0,2815.0,1820.0,9187.0,1526.0,5438.0,9061.0,9437.0,4333.0,12361.0,1607.0,8733.0
gRNA_CDK13_targ_4734,5156.0,2089.0,5249.0,4058.0,6252.0,6183.0,4176.0,2582.0,3557.0,10712.0,7612.0,9777.0,1261.0,804.0,2801.0,9410.0
gRNA_CDK13_targ_4735,3323.0,701.0,3122.0,1292.0,1636.0,213.0,294.0,6525.0,1199.0,1238.0,1715.0,1950.0,768.0,1921.0,678.0,6471.0
gRNA_CDK13_targ_4736,366.0,176.0,1875.0,135.0,1143.0,347.0,226.0,386.0,191.0,1990.0,243.0,898.0,596.0,1972.0,965.0,4019.0
gRNA_CDK13_targ_4737,948.0,96.0,184.0,39.0,323.0,25.0,2753.0,447.0,3093.0,132.0,174.0,1051.0,507.0,102.0,162.0,3996.0
gRNA_CDK13_targ_4738,1196.0,939.0,1439.0,1599.0,222.0,302.0,2220.0,847.0,357.0,2400.0,472.0,111.0,330.0,36.0,2750.0,3678.0
