gRNA_id,CBE_T0_REP1,CBE_T0_REP2,CBE_T0_REP3,CBE_DMSO_REP1,CBE_DMSO_REP2,CBE_DMSO_REP3,CBE_SY-5609_10nM_REP1,CBE_SY-5609_10nM_REP2,CBE_SY-5609_10nM_REP3,CBE_SY-5609_100nM_REP1,CBE_SY-5609_100nM_REP2,CBE_SY-5609_100nM_REP3,Plasmid
gRNA_CDK7_targ_14,59.903901849562374,294.37146177193875,135.96586119641756,118.68950731430273,294.16358516976925,101.08097471890247,41.18909339507169,30.973746049819486,30.401668582550865,2.4174199001729906,59.43575852356399,94.79196504269932,226.1840419000936
gRNA_CDK7_targ_15,665.7337996555545,460.40256186706887,460.98566040724694,338.3942854438122,257.94674746188366,324.565512866029,586.6991739839477,124.44319209396501,83.38743382642522,42.40845196303475,80.34280926049604,119.04672243722169,376.0623175780054
gRNA_CDK7_targ_16,511.74397216513415,277.0648978958696,487.1774556525228,576.597914528052,384.27707780980427,270.3662233388863,61.135765887632616,386.3038297894891,77.13337628944333,14.64265768104783,367.59904922697837,133.745348370797,323.3414576807741
gRNA_CDK7_targ_17,329.94568358812154,497.8135174975556,392.65048664531685,570.0284860314985,359.3467496834688,202.3019992815443,153.13390299407016,185.202900421782,56.98141311472391,27.627656001977034,87.90917047957622,44.136369883187626,320.8899799624101
gRNA_CDK7_targ_18,660.1189944156969,910.0934398570325,926.4246808129701,650.8407026836637,737.0162190357199,801.5402681814458,69510.38418665499,134963.11885704502,107333.52524024702,14295.861529083011,35119.63064210365,135472.7406086106,414.0461332602436
gRNA_CDK7_targ_19,804.7002293420313,733.5904697029415,958.1265655478862,462.4712738682593,1034.180015613243,884.7999002845113,37448.581856373195,65921.3597602431,62810.71591065245,9610.072932867697,40510.19840957078,16987.967291791534,484.6599627110515
gRNA_CDK7_targ_20,297.5088019659709,546.0560639142195,617.6080671333201,342.10505049416673,377.09800051267894,406.3896340707658,28086.681799175723,32831.89670886131,26393.51259662736,4055.049209690179,6139.9362003094575,6399.692648897283,376.9640105318864
gRNA_CDK7_targ_21,278.1984244856497,145.84677040133124,501.3678231052947,350.15878501086206,333.5235014953018,333.6687527090891,230.72174717773234,166.2897280550781,538.1963958213862,52.561615543761306,132.24539235980038,96.61410875347312,388.4605956938695
gRNA_CDK7_targ_22,102.28050626119072,77.49983223024972,11.498223272902077,66.98618094602959,50.753576314502446,146.14201194205017,15.509715816066079,106.99190744642661,203.60431759285495,6.975983140499202,287.78721268361073,148.4034822219107,209.55907806291216
gRNA_CDK7_targ_23,1563.1541912017215,1163.7365215141572,2341.662231967169,1586.4757511949076,869.1326713843087,1290.4542726756451,533.6912844860004,831.8141122051818,720.9538549576348,80.603686385768,357.1787096533329,395.7696139800696,764.1847784141695
